,ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight
5709,2016-11-18_15h14m04s,Tumor7,UT Austin,Marta Sans,True,Negative,human,ovary,high-grade serous tumor,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,67,70,71,91,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5710,2016-11-18_15h16m42s,Tumor12,UT Austin,Marta Sans,True,Negative,human,ovary,high-grade serous tumor,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,105,43,170,146,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5711,2016-11-21_23h40m35s,N9,UT Austin,Jialing Zhang,True,Negative,human,thyroid,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,67,93,137,32,2016-11-21_23h35m13s,Other Solvent,medium,0.5
5712,2016-11-22_01h59m36s,NO2,UT Austin,Jialing Zhang,True,Negative,human,thyroid,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,117,61,72,25,2016-11-22_01h59m36s,Other Solvent,medium,0.25
5713,2016-11-22_02h00m18s,UT Austin//NO4,UT Austin,Jialing Zhang,True,Negative,human,thyroid,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,71,58,224,113,2016-11-22_02h02m45s,Other Solvent,medium,0.2
5714,2016-11-22_02h01m48s,UT Austin//NO8,UT Austin,Jialing Zhang,True,Negative,human,thyroid,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,32,60,90,32,2016-11-22_02h02m45s,Other Solvent,medium,0.2
5715,2016-11-22_02h03m42s,UT Austin//O2,UT Austin,Jialing Zhang,True,Negative,human,thyroid,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,34,47,179,88,2016-11-22_02h04m47s,Other Solvent,medium,0.16666666666666666
5716,2016-11-22_02h04m47s,UT Austin//O6,UT Austin,Jialing Zhang,True,Negative,human,thyroid,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,91,100,168,72,2016-11-22_02h04m47s,Other Solvent,medium,0.16666666666666666
5721,2016-10-14_17h56m30s,20160215_ADP_calb_posneg_70x145_100x2000_neg,♡EMBL♡,Andrew Palmer,True,Negative,candida albicans,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,28,26,136,1155,2016-10-14_17h56m30s,DHB,medium,1.0
5722,2017-02-22_15h01m27s,210217_mouseliver_DMAN_negative_200x200_25um-20170222121353,JLU Giessen,Adam Pruska,True,Negative,mouse,liver,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,none,140000.0,11,70,106,555,2017-02-22_15h01m27s,DMAN,medium,1.0
5723,2017-03-10_22h42m56s,Tumor43,UT Austin,Marta Sans,True,Negative,human,ovary,high-grade serous tumor,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,46,66,27,85,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5724,2017-03-10_22h41m41s,Tumor41,UT Austin,Marta Sans,True,Negative,human,ovary,high-grade serous tumor,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,93,49,114,44,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5725,2016-12-09_16h25m55s,braintissue_dhblsprayed_hhqspot10p - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,27,23,54,35,2016-12-09_16h28m13s,DHB,high,0.5
5728,2016-12-12_09h33m34s,braintissue_dhblsprayed_hhqspot100f - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,32,20,33,30,2016-12-12_11h50m39s,DHB,high,0.3333333333333333
5729,2017-03-10_22h44m54s,Tumor47,UT Austin,Marta Sans,True,Negative,human,ovary,high-grade serous tumor,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,82,84,119,5,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5730,2017-03-10_22h43m56s,Tumor45,UT Austin,Marta Sans,True,Negative,human,ovary,high-grade serous tumor,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,35,89,118,5,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5731,2017-03-16_20h43m09s,humlens_RMS,U Auckland,Gus Grey,True,Negative,human,eye,wildtype,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,none,200000.0,4,20,59,259,2017-03-16_20h43m09s,NEDC,medium,1.0
5733,2017-03-10_23h21m54s,Normal9,UT Austin,Kyana Garza,True,Negative,human,breast,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,71,87,89,70,2017-03-10_23h18m32s,Other Solvent,low,0.1
5734,2017-03-10_23h21m34s,Normal8,UT Austin,Kyana Garza,True,Negative,human,breast,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,73,79,172,60,2017-03-10_23h18m32s,Other Solvent,low,0.1
5738,2017-03-10_22h46m32s,Normal15,UT Austin,Marta Sans,True,Negative,human,ovary,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,9,27,202,161,2016-11-17_17h56m55s,Other Solvent,low,0.06666666666666667
5739,2017-03-10_22h46m07s,Normal14,UT Austin,Marta Sans,True,Negative,human,ovary,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,2,94,218,186,2016-11-17_17h56m55s,Other Solvent,low,0.06666666666666667
5742,2017-03-10_23h23m14s,Normal10,UT Austin,Kyana Garza,True,Negative,human,breast,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,86,50,101,22,2017-03-10_23h18m32s,Other Solvent,low,0.1
5743,2017-03-10_22h50m03s,Borderline3,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, borderline",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,6,39,57,341,2017-03-10_22h50m03s,Other Solvent,low,0.06666666666666667
5746,2017-03-10_22h50m50s,Borderline5,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, borderline",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,4,53,83,120,2017-03-10_22h50m03s,Other Solvent,low,0.06666666666666667
5748,2017-03-06_08h33m40s,head1_region1 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,25,22,143,576,2017-03-06_14h13m54s,CHCA,high,0.25
5752,2017-03-10_22h52m51s,Borderline8,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, borderline",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,81,87,113,70,2017-03-10_22h50m03s,Other Solvent,low,0.06666666666666667
5753,2017-03-06_09h05m45s,tail1_region2 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,49,50,339,645,2017-03-06_14h17m07s,CHCA,high,0.25
5754,2017-03-06_09h42m26s,U Rennes 1//head2_region1 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,15,27,213,618,2017-03-06_09h43m40s,CHCA,high,0.25
5757,2017-03-10_22h45m52s,Normal13,UT Austin,Marta Sans,True,Negative,human,ovary,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,64,137,103,19,2016-11-17_17h56m55s,Other Solvent,low,0.06666666666666667
5758,2017-03-06_09h55m19s,U Rennes 1//tail2_region02 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,43,33,130,700,2017-03-06_14h16m43s,CHCA,high,0.2
5762,2017-03-06_14h14m34s,U Rennes 1//head3_region2 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,16,22,69,666,2017-03-06_09h43m40s,CHCA,high,0.25
5763,2016-12-01_18h38m52s,150617_Rat_DAN_POS_centroid,U Melbourne,Berin Boughton,True,Positive,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,,720000.0,47,20,141,1219,2016-12-01_18h38m52s,DAN,high,1.0
5764,2017-03-06_14h16m43s,U Rennes 1//tail3_region2 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,12,15,77,544,2017-03-06_14h16m43s,CHCA,high,0.2
5766,2017-03-07_06h16m14s,20170306_ADP_gfLarvae_DAN004_25x25_90x110_37,♡EMBL♡,Andrew Palmer,True,Negative,lucilia sericata,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,4,21,52,154,2017-03-07_06h16m14s,DAN,medium,1.0
5768,2017-03-10_23h14m25s,Tumor2,UT Austin,Kyana Garza,True,Negative,human,breast,"cancer, primary",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,160,123,45,63,2017-03-10_23h14m51s,Other Solvent,low,0.1
5772,2017-03-09_13h16m48s,20170309-2_ST_HELA-PBS-NEG_50x50_50x50_dan003,♡EMBL♡,Sergio Heli Triana,True,Negative,human,cervix,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,2,11,54,422,2017-03-09_13h16m48s,DAN,medium,1.0
5773,2017-03-10_23h14m51s,Tumor3,UT Austin,Kyana Garza,True,Negative,human,breast,"cancer, primary",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,156,114,168,153,2017-03-10_23h14m51s,Other Solvent,low,0.1
5776,2016-10-21_07h18m06s,MPIMM_027_QE_P_Nod,MPI Bremen,Manuel Liebeke,True,Positive,bacteria,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,280000.0,6,18,133,1837,2016-10-21_07h18m06s,DHB,high,1.0
5778,2017-04-19_16h24m28s,NCSU_mouse_LCC6_tumor,NCSU,Mark Bokhart,True,Positive,mouse,solid tumor,diseased,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,340,275,1053,1679,2017-04-19_16h24m28s,Other Solvent,medium,1.0
5782,2017-03-10_23h15m32s,Tumor5,UT Austin,Kyana Garza,True,Negative,human,breast,"cancer, primary",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,188,115,204,173,2017-03-10_23h14m51s,Other Solvent,low,0.1
5785,2017-03-10_19h56m32s,Tumor14,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,3,125,113,129,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5786,2016-11-17_17h56m55s,Normal3,UT Austin,Marta Sans,True,Negative,human,ovary,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,5,127,28,92,2016-11-17_17h56m55s,Other Solvent,low,0.06666666666666667
5789,2017-03-10_19h58m19s,Tumor17,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,86,57,103,152,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5791,2016-12-21_09h49m12s,dhbsublimated_kidney_02 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,rat,kidney,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,39,32,335,654,2016-12-21_14h25m44s,DHB,high,0.3333333333333333
5794,2016-12-21_14h08m23s,20161221_ADP_spots_mix1_DHB_20x20_125x125,♡EMBL♡,Andrew Palmer,True,Negative,n/a,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,22,13,93,91,2016-12-21_14h08m23s,DHB,medium,1.0
5795,2016-12-21_14h07m58s,20161221_ADP_spots_DHB_20x20_125x125,♡EMBL♡,Andrew Palmer,True,Negative,n/a,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,22,80,134,205,2016-12-21_14h07m58s,DHB,medium,1.0
5796,2016-12-21_14h25m44s,dhbsublimated_kidney_03 - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,rat,kidney,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,48,74,380,444,2016-12-21_14h25m44s,DHB,high,0.3333333333333333
5798,2016-12-22_07h58m30s,20161221_ADP_Ca-Ec3_NEDC_130x250_80x80,♡EMBL♡,Andrew Palmer,True,Negative,candida albicans | escherichia coli,microbial colony,interaction,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,25,22,125,1029,2016-12-22_07h58m30s,NEDC,medium,1.0
5800,2017-03-10_23h18m32s,Normal1,UT Austin,Kyana Garza,True,Negative,human,breast,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,90,35,103,12,2017-03-10_23h18m32s,Other Solvent,low,0.1
5801,2017-03-10_23h14m03s,Tumor1,UT Austin,Kyana Garza,True,Negative,human,breast,"cancer, primary",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,122,53,136,96,2017-03-10_23h14m51s,Other Solvent,low,0.1
5802,2017-03-12_13h57m48s,20170311_LR_Hepa_DAN10_att30_60x60_10x10_1,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,11,12,26,203,2017-03-12_13h57m48s,DAN,medium,1.0
5803,2017-03-12_13h37m09s,20170311_LR_Hepa_DAN10_att35_no10Filt_50x50_100x100,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,22,11,58,632,2017-03-12_13h37m09s,DAN,medium,0.2
5805,2017-03-13_18h52m34s,20170311_LR_Hepa_DAN10_att30_40X40_150X150_r,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,8,16,56,415,2017-03-13_18h52m34s,DAN,medium,1.0
5808,2017-04-09_16h36m18s,170321_kangaroobrain-bpyn2-pos_maxof50.0_med1,U Melbourne,Berin Boughton,True,Positive,macropus giganteus (kangaroo),brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,780000.0,19,14,33,1126,2017-04-09_16h36m18s,Other Matrix,high,0.5
5809,2016-09-21_16h07m23s,UoMelbourne//160611_Kangaroo_Image,U Melbourne,Berin Boughton,True,Negative,macropus giganteus (kangaroo),brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,300000.0,7,15,115,476,2016-09-21_16h07m23s,Other Matrix,high,1.0
5810,2017-03-11_19h45m05s,20170311_LR_Hepa_DAN10_att30_60x60_10x10,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,72,97,124,137,2017-03-11_19h49m12s,DAN,medium,0.08333333333333333
5811,2017-03-11_19h44m06s,20170311_LR_Hepa_DAN10_att30_60x60_10x10,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,11,12,26,203,2017-03-11_19h49m12s,DAN,medium,0.08333333333333333
5814,2017-03-05_11h21m26s,20170304_LR_Hepatocytes_IL17a_DMAN10_60x60_100x100,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,10,64,299,795,2017-03-05_11h21m26s,DMAN,medium,1.0
5816,2017-04-10_16h37m14s,170321_kangaroobrain-bpyn1-pos_maxof50.0_med1r,U Melbourne,Berin Boughton,True,Positive,macropus giganteus (kangaroo),brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,780000.0,21,13,51,896,2017-04-10_16h37m14s,Other Matrix,high,1.0
5823,2017-03-14_14h32m59s,20170314_LR_Hepa_DMAN25_att30_10filt1_12,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,12,29,180,402,2017-03-15_11h39m30s,DMAN,medium,0.027777777777777776
5829,2017-03-14_14h35m55s,20170314_LR_Hepa_DMAN25_att30_10filt1_12,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,12,29,180,402,2017-03-15_11h39m30s,DMAN,medium,0.027777777777777776
5837,2017-03-15_11h40m01s,20170315_LR_Hepa_DMAN25_att37_10filt1_9,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,12,21,73,246,2017-03-15_11h39m30s,DMAN,medium,0.027777777777777776
5838,2017-03-15_11h40m11s,20170315_LR_Hepa_DMAN25_att37_10filt1_10,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,18,78,90,92,2017-03-15_11h39m30s,DMAN,medium,0.027777777777777776
5839,2017-03-15_12h23m36s,ICL//0900192A2-,ICL,James McKenzie,True,Negative,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,77,22,11,32,2017-03-15_12h23m36s,Other Solvent,medium,1.0
5841,2017-03-16_09h28m17s,MPIMM_048_QE_P_BA_CF_sp1,MPI Bremen,Manuel Liebeke,True,Positive,mussel,gill,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,140000.0,88,122,433,166,2017-03-16_09h28m17s,CHCA,medium,0.2
5842,2017-03-16_09h29m34s,MPIMM_049_QE_P_BA_CF_sp3,MPI Bremen,Manuel Liebeke,True,Positive,mussel,gill,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,140000.0,6,16,132,339,2017-03-16_09h28m17s,CHCA,medium,0.2
5843,2017-03-16_09h30m03s,MPIMM_050_QE_P_BA_CF_sp4,MPI Bremen,Manuel Liebeke,True,Positive,mussel,gill,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,140000.0,9,36,233,414,2017-03-16_09h28m17s,CHCA,medium,0.2
5845,2017-03-16_11h10m51s,20170316_LR_DMAN10_att35_10F1_100x100_10x10_1,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,11,11,122,243,2017-03-16_11h10m51s,DMAN,medium,0.25
5846,2017-03-16_11h11m12s,20170316_LR_DMAN10_att37_10F1_100x100_10x10_1,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,27,99,10,44,2017-03-16_11h10m51s,DMAN,medium,0.25
5850,2017-03-10_22h53m35s,Borderline10,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, borderline",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,52,34,171,181,2017-03-10_22h50m03s,Other Solvent,low,0.06666666666666667
5851,2017-03-10_22h45m10s,Tumor48,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,86,97,134,36,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5853,2017-03-10_22h54m43s,Borderline13,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, borderline",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,61,92,116,86,2017-03-10_22h50m03s,Other Solvent,low,0.06666666666666667
5854,2017-03-10_22h52m15s,Borderline7,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, borderline",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,6,35,92,146,2017-03-10_22h50m03s,Other Solvent,low,0.06666666666666667
5856,2017-03-10_22h40m28s,Tumor38,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,6,151,191,7,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5857,2017-03-10_22h39m54s,Tumor36,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,62,95,44,117,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5858,2017-03-10_22h38m06s,Tumor30,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,8,124,207,11,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5859,2017-03-10_22h36m44s,Tumor28,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,,11,209,177,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5860,2017-03-10_19h59m17s,Tumor18,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,86,57,103,152,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5861,2017-03-10_22h37m09s,Tumor29,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,2,131,103,162,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5862,2017-03-10_22h34m11s,Tumor24,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,113,76,119,21,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5863,2017-03-10_22h32m57s,Tumor22,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,86,57,185,112,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5865,2017-03-10_23h20m38s,Normal5,UT Austin,Kyana Garza,True,Negative,human,breast,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,111,63,98,148,2017-03-10_23h18m32s,Other Solvent,low,0.1
5866,2017-03-10_23h20m24s,Normal4,UT Austin,Kyana Garza,True,Negative,human,breast,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,85,44,85,12,2017-03-10_23h18m32s,Other Solvent,low,0.1
5868,2017-03-10_22h33m31s,Tumor23,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,112,53,92,103,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5869,2017-03-10_22h28m58s,Tumor19,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,101,57,122,44,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5870,2017-03-10_19h57m29s,Tumor16,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,8,47,188,151,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5872,2017-02-01_18h18m47s,univ_of_maryland_baltimore_si_24_2,UM Baltimore,Claire Carter,True,Positive,human,jejunum,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,192000.0,9,47,162,2476,2017-02-01_18h16m04s,DHB,medium,0.3333333333333333
5873,2017-02-01_18h17m29s,univ_of_maryland_baltimore_si_16_2,UM Baltimore,Claire Carter,True,Positive,human,jejunum,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,192000.0,9,34,134,2061,2017-02-01_18h16m04s,DHB,medium,0.3333333333333333
5874,2017-02-02_17h24m26s,univ_of_maryland_baltimore_jej_24,UM Baltimore,Claire Carter,True,Positive,human,jejunum,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,192000.0,18,45,172,1844,2017-02-02_17h24m26s,DHB,medium,1.0
5875,2017-03-10_23h17m15s,Tumor10,UT Austin,Kyana Garza,True,Negative,human,breast,"cancer, primary",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,179,130,117,114,2017-03-10_23h14m51s,Other Solvent,low,0.1
5876,2017-03-10_23h16m59s,Tumor9,UT Austin,Kyana Garza,True,Negative,human,breast,"cancer, primary",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,151,97,234,158,2017-03-10_23h14m51s,Other Solvent,low,0.1
