ds_id,name,group,submitter,is_public,polarity,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2018-09-15_01h31m18s,byopsi1_1.5mm_spacing_75um,PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,DHB,Other,50%,240000.0,12.0,26.0,82.0,1036.0,2018-09-15_01h31m18s,DHB,high,1.0,50547.573825114596,False,False
2018-10-16_01h42m26s,181622_nocmc_0days_recalib,PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50%MeOH,240000.0,20.0,48.0,296.0,790.0,2018-10-16_01h42m26s,DHB,high,1.0,50547.573825114596,False,False
2018-10-20_02h06m07s,181622_cmc_7days_freezedry_sn4_rms,PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,16.0,34.0,97.0,283.0,2018-10-20_02h06m07s,DHB,high,1.0,50547.573825114596,False,False
2018-10-20_22h35m05s,nocmc7days1daymatrix_sn4rms,PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,18.0,59.0,216.0,134.0,2018-10-20_22h35m05s,DHB,high,1.0,50547.573825114596,False,False
2018-11-21_21h30m15s,biopsy_no_thaw_2_50um,PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,28.0,38.0,183.0,1640.0,2018-11-17_01h32m59s,DHB,high,0.5,25273.786912557298,False,False
2019-02-15_23h26m18s,incomp_control_allpeak(sn0),PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,140000.0,16.0,21.0,24.0,39.0,2019-02-15_23h26m18s,DHB,medium,1.0,55695.03414297482,False,False
2019-04-30_21h53m27s,NanoDesi_kidney_2_lowres,PNNL,Jessica Lukowski,True,Positive,ESI,Nano-DESI,FTICR,FTICR,Other,none,MeOH,90% MeOH,50000.0,31.0,17.0,61.0,502.0,2019-04-30_21h53m27s,MeOH,low,1.0,186748.8931875032,False,False
2019-05-02_22h57m40s,NanoDesi_kidney_100k_2_normalization,PNNL,Jessica Lukowski,True,Positive,ESI,Nano-DESI,FTICR,FTICR,Other,none,MeOH,90% MeOH,100000.0,34.0,64.0,49.0,522.0,2019-05-02_22h57m40s,MeOH,medium,1.0,107358.27088344452,True,False
2019-05-07_21h22m27s,slide3_80c_2nd,PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,38.0,49.0,233.0,753.0,2019-05-07_21h25m51s,DHB,high,0.5,30328.544295068757,True,False
2019-07-17_18h39m42s,20190716_dv_1day_after_mimetic_1,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,24.0,25.0,69.0,1048.0,2019-07-17_18h46m28s,DHB,high,0.3333333333333333,19759.201660317027,False,False
2019-12-26_22h37m21s,18-312-2_07_nocasi,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR,Norharmane,Norharmane,MeOH,CHCl3/MeOH=2:1,240000.0,5.0,13.0,58.0,219.0,2019-12-26_22h37m21s,Norharmane,high,1.0,69854.40976338326,False,False
2019-12-27_20h42m26s,20191226_dv_17-365-005_2_01_nedc_neg_importedpeaks,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,61.0,56.0,97.0,570.0,2019-12-27_20h42m26s,NEDC,high,1.0,69854.40976338326,True,False
2020-01-06_22h02m51s,20200105_jl_kidney_day2_rt_1,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,50.0,48.0,148.0,625.0,2020-01-06_22h04m12s,DHB,high,0.3333333333333333,23052.40193703653,False,False
2020-01-06_22h03m31s,20200105_jl_kidney_day2_rt_2,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,50.0,30.0,180.0,617.0,2020-01-06_22h04m12s,DHB,high,0.3333333333333333,23052.40193703653,False,False
2020-01-06_23h13m06s,20200105_jl_kidney_day7_DHB_2_1,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,53.0,35.0,192.0,521.0,2020-01-06_23h13m06s,DHB,high,1.0,69157.2058111096,False,False
2020-01-14_22h29m55s,20200110_jl_kidney_day7_rt_redo_1,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,53.0,28.0,128.0,1833.0,2020-01-14_23h33m56s,DHB,high,0.5,34578.6029055548,False,False
2020-02-17_18h19m25s,20200122_jl_kidney_vac_combined_2,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,37.0,50.0,160.0,1805.0,2020-02-17_18h19m25s,DHB,high,1.0,69157.2058111096,False,False
2020-02-24_23h22m05s,20200221_jl_lungmap_baylor_2,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,31.0,13.0,81.0,1630.0,2020-02-24_21h21m08s,DHB,high,0.3333333333333333,23052.40193703653,False,False
2020-03-12_22h20m05s,20200311_jl_kidney_17635004_2,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,46.0,47.0,188.0,1689.0,2020-03-12_22h20m05s,DHB,high,0.16666666666666666,11526.200968518266,False,False
2020-05-21_17h33m20s,20200519_dv_17-635-004_nedc_cycles_12_1,PNNL,Jessica Lukowski,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,42.0,35.0,115.0,894.0,2020-05-21_02h48m51s,NEDC,high,0.08333333333333333,6636.948658304821,False,False
2020-11-18_21h53m36s,20201117_jl_lungmap_hydrogel_2,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,38.0,49.0,103.0,1649.0,2020-11-18_21h50m45s,DHB,high,0.5,34578.6029055548,False,False
2020-12-22_22h52m52s,20201221_jl_lung_poscomp_dhb_agarose1,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,30.0,12.0,72.0,1285.0,2020-12-22_22h52m52s,DHB,high,1.0,69157.2058111096,False,False
2020-12-22_23h17m29s,20201221_jl_lung_poscomp_dhb_hpmc1,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,20.0,53.0,94.0,1477.0,2020-12-22_23h17m29s,DHB,high,1.0,69157.2058111096,False,False
2021-01-07_21h49m14s,20210106_jl_lungmap_nedc_op_agarose2,PNNL,Jessica Lukowski,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,64.0,39.0,87.0,753.0,2021-01-07_21h49m14s,NEDC,high,1.0,91021.01017103757,True,True
2021-02-04_21h51m17s,20210203_jl_lungmap_nedc_14cycle_2,PNNL,Jessica Lukowski,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,27.0,30.0,44.0,401.0,2021-02-04_21h51m17s,NEDC,high,0.5,45510.50508551879,False,False
2021-02-10_22h40m23s,20210203_jl_lungmap_nedc_14cycle_2,PNNL,Jessica Lukowski,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,28.0,30.0,43.0,401.0,2021-02-04_21h51m17s,NEDC,high,0.5,45510.50508551879,False,False
2021-03-18_19h41m47s,leucojennifer_eco_neg_low,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,NEDC,MeOH,70% MeOH,200000.0,21.0,78.0,256.0,2133.0,2021-03-18_19h41m47s,NEDC,medium,1.0,85519.9576776602,False,False
2021-03-26_00h13m48s,MT_LAESI_03_08_2021_Leaf_EXP015_Neg,PNNL,mike taylor,True,Negative,Other,LAESI,FTICR,FTICR,Other,none,Other,none,60000.0,6.0,20.0,434.0,1232.0,2021-03-26_00h13m48s,Other Solvent,low,1.0,1288892.9161274042,False,False
2021-05-05_18h31m25s,Slide10J_pos_lowermz,PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,15 T FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,140000.0,27.0,57.0,329.0,3339.0,2021-05-05_18h31m25s,DHB,medium,1.0,74260.04552396643,False,False
2021-05-06_18h26m39s,Slide10H_neg_highermz,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,55.0,31.0,62.0,481.0,2021-05-06_18h26m39s,NEDC,high,1.0,93139.21301784435,False,False
2021-06-09_01h40m36s,slide10h_neglowmz_recalib,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70%MeOH,200000.0,12.0,14.0,13.0,1799.0,2021-06-09_01h40m36s,NEDC,medium,1.0,85519.9576776602,False,False
2021-06-25_19h13m58s,20210624_jl_spheroid_100um_iron_2,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,65.0,72.0,270.0,1570.0,2021-06-25_19h13m34s,DHB,high,0.3333333333333333,26345.602213756036,False,False
2021-08-18_20h18m00s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p75_centroid_aFT,PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,65.0,171.0,438.0,170.0,2021-09-14_17h39m06s,Other Solvent,high,0.5,141440.67918695728,False,False
2021-09-09_19h51m16s,hibiscus_all_combined_neg,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,24.0,75.0,325.0,1391.0,2021-09-09_19h51m16s,NEDC,medium,1.0,85519.9576776602,False,False
2021-09-14_17h39m06s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p5_centroid_aFT,PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,11.0,138.0,241.0,425.0,2021-09-14_17h39m06s,Other Solvent,high,0.5,141440.67918695728,False,False
2021-09-15_23h05m05s,MT_LAESI_ratbrain_210910123118,PNNL,mike taylor,True,Positive,Other,LAESI,Orbitrap,Orbitrap,Other,none,Other,none,60000.0,117.0,184.0,429.0,4328.0,2021-09-15_23h05m05s,Other Solvent,low,1.0,773556.1372663593,False,False
2021-09-17_19h31m53s,20210723_GV_Ratbrain_1-24002_chB.A_rs_SN0p5_centroid,PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,6.0,89.0,225.0,1240.0,2021-09-17_19h31m53s,Other Solvent,high,1.0,282881.35837391455,False,False
2021-09-30_02h10m35s,kabir_aug2021_sp25_neg_lowmz_2,PNNL,Marija Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,21.0,20.0,55.0,1355.0,2021-09-30_02h10m35s,NEDC,medium,0.16666666666666666,42574.63979462556,False,False
2021-09-30_02h22m45s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p5_aFT_2_TICnITAGC_SN0p0_centroid_recalib5ppmslice,PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,450.0,216.0,90.0,,2021-09-30_02h22m45s,Other Solvent,high,1.0,282881.35837391455,False,False
2021-09-30_02h26m37s,20210723_GV_Ratbrain_1-24002_chB.A_rs_SN0p5_SN0p0_centroid_recalib5ppmslice,PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,227.0,352.0,632.0,267.0,2021-09-30_02h26m37s,Other Solvent,high,1.0,282881.35837391455,True,True
2021-09-30_02h29m05s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p5_mFT_2_158mstransient_TICnITAGC_SN0p0_centroid_recalib5ppmslice,PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,120000.0,125.0,54.0,134.0,194.0,2021-09-30_02h29m05s,Other Solvent,medium,1.0,259740.24271926482,False,False
2021-09-30_03h28m41s,kabir_aug2021_nm44_neg_lowmz_2,PNNL,Marija Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,14.0,14.0,61.0,1140.0,2021-09-30_01h59m31s,NEDC,medium,0.16666666666666666,42574.63979462556,False,False
2021-10-19_18h46m56s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p5_mFT_2_158mstransient_TICnITAGC_SN0p0_centroid_recalib5ppmslice_1.5ppmtolerance,PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,120000.0,125.0,54.0,134.0,194.0,2021-10-19_18h46m56s,Other Solvent,medium,0.5,129870.12135963241,False,False
2021-10-22_19h03m26s,091816_ratbrain_noFAIMS_thincap,PNNL,Jessica Lukowski,True,Negative,ESI,DESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,DMF,DMF/ACN,70000.0,8.0,14.0,193.0,260.0,2021-10-22_19h03m26s,DMF,low,1.0,198196.6478007884,False,False
2021-11-08_18h20m34s,regions_nm44andsp25_neg_lowmz,PNNL,Marija Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,23.0,12.0,74.0,2431.0,2021-11-08_18h20m34s,NEDC,medium,1.0,255447.8387677534,False,False
2021-11-15_19h29m33s,microfluidics_eps_lowmz,PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,15 T FTICR,CHCA,CHCA,ACN,50% ACN,240000.0,8.0,20.0,45.0,8334.0,2021-11-15_19h29m33s,CHCA,high,1.0,80876.11812018335,False,False
2021-11-18_23h17m02s,20211117_jl_cov362_fibroblast_1,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR scimaX 7T,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,123.0,97.0,176.0,939.0,2021-11-18_23h17m34s,DHB,high,0.25,19759.201660317027,False,False
2021-12-21_20h41m15s,20211220_jl_mq_rat_brain_lipid_std_spot_neg_1,PNNL,Jessica Lukowski,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,31.0,50.0,119.0,1285.0,2021-12-21_20h51m19s,NEDC,high,0.5,45510.50508551879,False,False
2022-01-06_23h32m29s,S-2102-003504_Mimetic2_S1_lip_pos_20220105_JL,PNNL,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,17.0,34.0,87.0,1040.0,2022-01-06_23h31m52s,DHB,high,0.16666666666666666,14819.40124523777,False,False
2022-01-11_05h55m56s,20211229_dv_leuco_control_neg_highmass,PNNL,Marija Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,240000.0,13.0,11.0,11.0,461.0,2022-01-11_05h55m56s,NEDC,high,1.0,312982.3462327546,False,False
2022-01-11_06h00m51s,20211229_dv_blank_controls_neg_lowmz,PNNL,Marija Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,45.0,35.0,205.0,663.0,2022-01-11_06h00m51s,NEDC,medium,1.0,287378.8186137226,False,False
2022-01-11_06h01m43s,20211229_dv_esco_controls_neg_lowmz,PNNL,Marija Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,17.0,25.0,199.0,391.0,2022-01-11_06h01m43s,NEDC,medium,1.0,287378.8186137226,False,False
2022-01-11_06h02m20s,20211229_dv_leuco_controls_neg_lowmz,PNNL,Marija Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,28.0,37.0,159.0,630.0,2022-01-11_06h02m20s,NEDC,medium,1.0,287378.8186137226,True,True
2022-01-11_07h00m24s,20211229_interaction_and_control_neg_lowmass,PNNL,Marija Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,54.0,42.0,293.0,1601.0,2022-01-11_07h00m24s,NEDC,medium,1.0,287378.8186137226,True,False
2022-02-03_20h02m30s,"raw_SN0p0_(0, 0)-(67, 515)_3_2kV_1-35096_realigned_recalibrated_[IS+K]-norm_centroid_MSI_export",PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,76.0,97.0,244.0,584.0,2022-02-03_20h02m30s,Other Solvent,high,1.0,318241.52817065385,True,True
2022-02-03_20h15m22s,"raw_SN0p0_(0, 0)-(67, 515)_3_2kV_1-35096_realigned_recalibrated_[IS+H]-norm_centroid_MSI_export",PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,33.0,49.0,78.0,182.0,2022-02-03_20h15m22s,Other Solvent,high,1.0,318241.52817065385,False,False
2022-02-04_21h34m02s,"raw_SN0p0_(0, 0)-(67, 515)_3_2kV_1-35096_realigned_recalibrated_TIC-norm_centroid_MSI_export",PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,49.0,103.0,278.0,655.0,2022-02-04_21h34m02s,Other Solvent,high,1.0,318241.52817065385,True,True
2022-02-07_18h14m30s, 036_pilot_Mimetic2_S2_lip_neg_20220204_jl,PNNL,Jessica Lukowski,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,43.0,71.0,133.0,1344.0,2022-02-07_18h14m30s,NEDC,high,1.0,102398.63644241728,False,False
2022-02-17_18h52m34s,20220215_dv_meredith_hpmc_lowmz_separate,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,36.0,58.0,166.0,1869.0,2022-02-17_18h52m34s,NEDC,medium,1.0,96209.95238736772,False,False
2022-02-17_22h10m19s,20220215_dv_meredith_gelatine_lowmz_50000peaks,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,76.0,104.0,128.0,513.0,2022-02-17_22h10m19s,NEDC,medium,1.0,96209.95238736772,False,False
2022-02-18_01h40m28s,20220215_dv_gelatine_meredith_lowmz,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,75.0,104.0,77.0,469.0,2022-02-18_01h40m28s,NEDC,medium,1.0,96209.95238736772,False,False
2022-02-18_02h48m18s,20220215_dv_hpmc_meredith_lowmz,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,140000.0,43.0,92.0,48.0,470.0,2022-02-18_02h48m18s,NEDC,medium,1.0,96209.95238736772,False,False
2022-02-23_00h40m56s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p5_aFT_2_TICnITAGC_SN0p0_centroid_recalib5ppmslice_TICnormalized,PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,236.0,235.0,148.0,,2022-02-23_00h40m56s,Other Solvent,high,1.0,318241.52817065385,False,False
2022-03-08_20h56m36s,20220304_mt_torti_sampl_2,PNNL,mike taylor,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,27.0,91.0,230.0,2505.0,2022-03-08_20h56m36s,DHB,high,0.5,103720.11420301336,False,False
2022-04-04_22h54m13s,20220331_tort_cntrl_erastin_12dhb_001_a11_c_erastin_1,PNNL,mike taylor,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,34.0,52.0,382.0,2798.0,2022-04-04_22h54m13s,DHB,high,1.0,207440.22840602673,False,False
2022-04-19_20h45m23s,mac_p6_nitrate_1_neglowmz,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,53.0,135.0,243.0,1191.0,2022-04-19_20h47m01s,NEDC,medium,0.25,24052.48809684193,False,False
2022-04-19_20h47m01s,mac_p6_nitrate_2_neglowmz,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR scimaX 7T,NEDC,NEDC,MeOH,70% MeOH,200000.0,49.0,121.0,232.0,1153.0,2022-04-19_20h47m01s,NEDC,medium,0.25,24052.48809684193,False,False
2022-04-20_00h01m43s,mac_p8_ammonium_s1_1_50um_15T,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,200000.0,24.0,74.0,336.0,678.0,2022-04-20_00h01m43s,NEDC,medium,1.0,96209.95238736772,False,False
2022-05-12_20h55m12s,Corriander_LAESI_Neg_Imagecal_100_S2_Neg,PNNL,mike taylor,True,Negative,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,24.0,131.0,473.0,1403.0,2022-05-12_20h55m12s,Other Solvent,medium,1.0,576148.0499101852,False,False
2022-06-28_03h01m59s,area3,PNNL,mike taylor,True,Positive,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,12.0,15.0,149.0,5749.0,2022-06-28_03h01m59s,Other Solvent,medium,1.0,500290.00921794446,False,False
2022-06-30_22h20m56s,nanoDESI 21T FTICR_3ppmerror,PNNL,Gregory Vandergrift,True,Positive,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,115.0,188.0,409.0,895.0,2022-06-30_22h20m56s,Other Solvent,high,1.0,318241.52817065385,False,False
2017-05-17_05h52m50s,Servier_Ctrl_rat_liver_9aa,Servier,Mathieu Gaudin,True,Negative,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,,180000.0,4.0,42.0,87.0,561.0,2017-05-17_05h52m50s,9AA,medium,1.0,107694.739520569,False,False
2018-03-23_10h38m57s,180322_L1-1_1min_meropenem-meropenem+E.coli22,U Copenhagen,Ásta María Joensen,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,95 % methanol 5 % water,140000.0,185.0,359.0,1005.0,1405.0,2018-03-23_10h38m57s,MeOH,medium,0.2,128650.45977793518,False,False
2018-04-24_11h49m16s,180322_L1-1_1min_meropenem-meropenem+E.coli22,U Copenhagen,Ásta María Joensen,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,185.0,359.0,1005.0,1405.0,2018-03-23_10h38m57s,Other Solvent,medium,0.2,128650.45977793518,True,True
2018-04-24_11h58m51s,180323_L1-2_15min_meropenem-meropenem+E.coli22,U Copenhagen,Ásta María Joensen,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,212.0,391.0,734.0,1681.0,2018-03-23_10h38m57s,Other Solvent,medium,0.2,128650.45977793518,False,False
2018-04-24_12h05m52s,180416_L1-1_30min_meropenem-meropenem+E.coli22,U Copenhagen,Ásta María Joensen,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,296.0,275.0,801.0,714.0,2018-03-23_10h38m57s,Other Solvent,medium,0.2,128650.45977793518,True,False
2018-04-26_11h27m53s,Row001,U Copenhagen,Ásta María Joensen,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,95 % methanol 5 % water,140000.0,336.0,339.0,802.0,613.0,2018-04-26_11h37m36s,MeOH,medium,0.125,80406.53736120947,False,False
2018-04-26_11h37m36s,Row001,U Copenhagen,Ásta María Joensen,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,95 % methanol 5 % water,140000.0,94.0,291.0,967.0,539.0,2018-04-26_11h37m36s,MeOH,medium,0.125,80406.53736120947,False,False
2018-06-11_14h00m55s,180531_L1-6_10h_E.coli22,U Copenhagen,Ásta María Joensen,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,95 % methanol 5 % water,140000.0,31.0,47.0,54.0,96.0,2018-06-11_14h02m47s,MeOH,medium,0.2,148157.48896719614,False,False
2018-06-13_11h07m13s,180531_L1-6_10h_E.coli22_2.0,U Copenhagen,Ásta María Joensen,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,23.0,23.0,68.0,92.0,2018-06-13_11h08m18s,Other Solvent,medium,0.25,185196.86120899516,False,False
2018-06-13_11h09m31s,180604_L1-4_10h_E.coli22_2.0,U Copenhagen,Ásta María Joensen,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,106.0,39.0,110.0,396.0,2018-06-13_11h08m18s,Other Solvent,medium,0.25,185196.86120899516,False,False
2018-06-25_14h27m32s,E.coli22_filterpaper_negativ,U Copenhagen,Ásta María Joensen,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,95 % methanol 5 % water,100000.0,50.0,42.0,,16.0,2018-06-25_14h27m32s,MeOH,medium,1.0,740787.4448359807,True,True
