ions,moleculeNames
C52H93NO10P+NH4+,"PC(DiMe(11,3)/DiMe(13,5))"
C47H78O3+NH4+,CE(9M6)
C31H38O16+NH4+,Tetramethylquercetin 3-rutinoside
C33H28O17+NH4+,Maclurin 3-C-(2''-p-hydroxybenzoyl-6''-galloyl-glucoside)
C41H28O26+NH4+,1-O-Galloylpedunculagin
C47H90O5+NH4+,DG(24:0/0:0/20:1n9)
C41H30O26+NH4+,Tellimagrandin II
C56H42O11+NH4+,"5-[4-(2-{3-[3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-2-(3-hydroxyphenyl)-2,3-dihydro-1-benzofuran-5-yl}ethenyl)-6-hydroxy-2-phenyl-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol"
C35H26O8+NH4+,Viniferal
C28H44N7O20P3S+NH4+,3-Oxopimelyl-CoA
C50H84NO12P+NH4+,"PS(MonoMe(13,5)/MonoMe(11,5))"
C37H68NO8P+NH4+,"PE(18:2(9Z,12Z)/14:1(9Z))"
C57H86O3+NH4+,"2-Decaprenyl-6-methoxy-1,4-benzoquinone"
C45H76O19+NH4+,Trigofoenoside B
C43H49O22+NH4+,Pelargonidin 3-O-[4-Hydroxy-3-methoxy-E-cinnamoyl-(->4)-a-L-rhamnopyranosyl-(1->6)-b-D-glucopyranoside] 5-O-b-D-glucopyranoside
C38H58O12+NH4+,Hovenidulcioside A2
C40H38N4O8+NH4+,"4,4''-bis(N-feruloyl)serotonin"
C55H90O6+NH4+,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))"
C20H34AuO9PS+NH4+,Auranofin
C27H29O17+NH4+,"6-{[2-(3,4-dihydroxyphenyl)-7-hydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-8aH-chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C33H41O19+NH4+,Pelargonidin 3-(2glu glucosylrutinoside)
C40H38O9+NH4+,Kuwanon R
C36H72O13P2+NH4+,PGP(i-14:0/i-16:0)
C41H64O5+NH4+,DG(18:4n3/0:0/20:4n3)
C45H54N4O8+NH4+,Vinorelbine
C16H14O6+NH4+,"14-methoxy-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-2(7),3,5,11(16),12,14-hexaene-5,6,15-triol"
C65H110O5+NH4+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z)/o-18:0)"
C28H37N3O9S+NH4+,2-Hydroxyestrone-4-S-glutathione
C51H96O15+NH4+,"1,2-Dioctadecanoyl-3-(galactosyl-B-1-6-galactosyl-B-1)-glycerol"
C15H11I4NO7S+NH4+,Thyroxine sulfate
C44H72O18+NH4+,Alliofuroside A
C32H46N7O19P3S+NH4+,(R)-Benzylsuccinyl-CoA
C36H36O16+NH4+,"6-(3-{8-[1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)-2-hydroxypropyl]-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl}phenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C58H88O3+NH4+,"2-Decaprenyl-6-methoxy-3-methyl-1,4-benzoquinone"
C36H58O8+NH4+,Momordicoside I
C36H34N2O11+NH4+,Citbismine E
C33H60O14+NH4+,Gingerglycolipid C
C37H73N2O7P+NH4+,SM(d18:0/14:1(9Z)(OH))
C42H32O9+NH4+,cis-Miyabenol C
C46H38O18+NH4+,"13-(3,4-dihydroxyphenyl)-18-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-5-(4-hydroxy-3-methoxyphenyl)-4,12,14-trioxapentacyclo[11.7.1.0²,¹¹.0³,⁸.0¹⁵,²⁰]henicosa-2(11),3(8),9,15(20),16,18-hexaene-6,9,17,19,21-pentol"
C35H49NO18+NH4+,Phyllanthusol B
C37H49N7O9S+NH4+,Pentagastrin
C46H74O17+NH4+,Hovenoside I
C59H90O6+NH4+,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C39H40O14+NH4+,"6-(2-{2,6-dihydroxy-4-[6-hydroxy-7-(3-methylbut-2-en-1-yl)-1-benzofuran-2-yl]phenyl}-6-(2,4-dihydroxyphenyl)-4-methylcyclohex-3-ene-1-carbonyloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C35H64O3+NH4+,Reticulatamone
C32H44N7O19P3S+NH4+,E-Phenylitaconyl-CoA
C33H56O14+NH4+,Gingerglycolipid A
C21H43O6P+NH4+,DHAP(18:0e)
C46H44O16+NH4+,"6-[2-(5-{3-[(2E)-3-(2,4-dihydroxyphenyl)prop-2-enoyl]-2,6-dihydroxyphenyl}-6-(5-hydroxy-2,2-dimethyl-2H-chromene-6-carbonyl)-3-methylcyclohex-3-en-1-yl)-5-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C39H50O24+NH4+,Melitin
C32H63O10P+NH4+,PG(i-14:0/i-12:0)
C60H116O5+NH4+,TG(24:1(15Z)/15:0/o-18:0)
C35H40O23+NH4+,Luteolin 7-O-(2-apiosyl-4-glucosyl-6-malonyl)-glucoside
C38H32O8+NH4+,Dimoracin
C53H100NO8P+NH4+,"PE-NMe2(24:1(15Z)/22:2(13Z,16Z))"
C42H83NO3+NH4+,Cer(d18:0/24:1(15Z))
C53H72N2O12+NH4+,Atracurium
C5H10N2O2S+NH4+,Methomyl
C27H28O16S+NH4+,"{2-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-6-yl]-6-methyl-5-oxo-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-4-yl}oxidanesulfonic acid"
C35H56N7O17P3S+NH4+,"(2S,6R,10R)-Trimethyl-2E-hendecenoyl-CoA"
C46H92NO7P+NH4+,PC(o-18:1(9Z)/20:0)
C34H66O5+NH4+,DG(a-21:0/0:0/10:0)
C45H44O11+NH4+,Albanin G
C37H60O8+NH4+,28-Glucopyranosyl-3-methyloleanolic acid
C24H26N6O3+NH4+,Olmesartan
C21H36N7O16P3S+NH4+,18-CoA-18-oxo-dinor-LTB4
C41H64O12+NH4+,28-Glucosyl-19(29)-dehydroursolic acid 3-arabinoside
C50H76O13P2+NH4+,"PGP(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C42H80O6+NH4+,TG(19:0/12:0/8:0)
C46H40O16+NH4+,"6-[3,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]-2-(3,4-dihydroxyphenyl)-8-[2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol"
C21H29N7O17P3+NH4+,NADP
C31H50N7O18P3S+NH4+,3-Oxoheptanoyl-CoA
C31H42N4O12S+NH4+,"2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-{[1-(3,4-dimethoxyphenyl)-2-{[2-(3,4-dimethoxyphenyl)ethyl]-C-hydroxycarbonimidoyl}-2-hydroxyethyl]sulfanyl}ethyl}-C-hydroxycarbonimidoyl)butanoic acid"
C40H45O23+NH4+,"3-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-{[hydroxy(4-oxocyclohexa-2,5-dien-1-ylidene)methoxy]methyl}oxan-2-yl)oxy]oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-7-hydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium"
C58H104O5+NH4+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/15:0/o-18:0)"
C31H32O19+NH4+,"6-{1-carboxy-2-oxo-2-[(3,4,5-trihydroxy-6-{[5-hydroxy-3-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}oxan-2-yl)methoxy]ethyl}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C39H62O5+NH4+,DG(18:3n3/0:0/18:4n3)
C43H87NO3+NH4+,Cer(d18:0/25:0)
C45H80O16P2+NH4+,"PIP(20:4(8Z,11Z,14Z,17Z)/16:0)"
C29H28O15+NH4+,"3,5-Dicaffeoyl-4-succinoylquinic acid"
C49H83O13P+NH4+,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)"
C31H54N7O17P3S+NH4+,Decanoyl-CoA (n-C10:0CoA)
C43H36O24+NH4+,Theaflavonin
C37H70NO8P+NH4+,PE-NMe2(16:1(9Z)/14:1(9Z))
C47H92O5+NH4+,DG(a-25:0/0:0/19:0)
C43H32O19+NH4+,Theaflavate A
C36H30O17+NH4+,"6-({3-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-8-yl]-5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-7-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C42H48N2O18+NH4+,Aquifoliunine EIV
C23H45N5O14+NH4+,Paromomycin
C34H60N7O17P3S+NH4+,Isotridecanoyl-CoA
C21H27N7O14P2+NH4+,Fenugreekine
C47H72O15+NH4+,Pectenotoxin 2 secoacid
C36H28O10+NH4+,Garcilivin B
C27H44N7O18P3S+NH4+,3-oxo-hexanoyl-CoA
C30H50N7O18P3S+NH4+,3-oxo-(2S)-Methylisocapryloyl-CoA
C63H92O6+NH4+,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
C45H36O19S+NH4+,"{3-[13-(3,4-dihydroxyphenyl)-6,9,17,19,21-pentahydroxy-18-[3,5,7-trihydroxy-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]-4,12,14-trioxapentacyclo[11.7.1.0²,¹¹.0³,⁸.0¹⁵,²⁰]henicosa-2(11),3(8),9,15(20),16,18-hexaen-5-yl]phenyl}oxidanesulfonic acid"
C33H58N7O17P3S+NH4+,Isododecanoyl-CoA
C39H50O26+NH4+,Quercetin 3-sophorotrioside 7-rhamnoside
C45H38O13+NH4+,"6,8-bis[3,7-dihydroxy-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol"
C38H54O24+NH4+,6-Methoxymusizin 8-O-[b-D-glucopyranosyl-(1->6)-b-D-glucopyranosyl-(1->3)-b-D-glucopyranosyl-(1->6)-b-D-glucopyranoside]
C20H28N10O21P4+NH4+,Diguanosine tetraphosphate
C38H34N2O8+NH4+,Bis(5-hydroxynoracronycine)
C46H72O18+NH4+,Medicagenic acid 28-O-[b-D-xylosyl-(1->4)-a-L-rhamnosyl-(1->2)-a-L-arabinosyl] ester
C36H38O20+NH4+,"6-{5-[6-(3,4-dihydroxyphenyl)-13-hydroxy-4-oxo-8-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3,11-dioxatricyclo[8.4.0.0²,⁷]tetradeca-1,7,9-trien-12-yl]-2-hydroxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C35H70NO8P+NH4+,PE-NMe2(14:0/14:0)
C63H114O5+NH4+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/20:0/o-18:0)"
C10H17N5O17P4+NH4+,"Guanosine 3',5'-bis(diphosphate)"
C40H44N4O16+NH4+,Uroporphyrinogen I
C34H68O13P2+NH4+,PGP(i-14:0/i-14:0)
C41H78NO7P+NH4+,PE(P-18:1(9Z)/18:1(9Z))
C47H74O2+NH4+,"CE(20:5(5Z,8Z,11Z,14Z,17Z)"
C27H20O18+NH4+,"3,4,8,9,10-pentahydroxy-6-oxo-2-[5,6,7-trihydroxy-1-oxo-3-(1,2,3,4-tetrahydroxybutyl)-1H-isochromen-8-yl]-6H-benzo[c]chromene-1-carboxylic acid"
C32H32O13+NH4+,4-(4-Hydroxyphenyl)-2-butanone O-[2-galloyl-6-p-coumaroylglucoside]
C33H36O20+NH4+,"6-{[2-(3,4-dihydroxyphenyl)-5-hydroxy-6-{4-hydroxy-6-methyl-5-oxo-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl}-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C50H98NO8P+NH4+,PE-NMe(24:1(15Z)/20:0)
C61H96O6+NH4+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
C53H83NO14+NH4+,Everolimus
C44H86O5+NH4+,DG(a-25:0/0:0/16:0)
C29H41N5O9+NH4+,Neocasomorphin (1-5)
C5H8O5+NH4+,2-Hydroxyglutarate
C49H96NO8P+NH4+,PE-NMe2(18:1(11Z)/24:0)
C40H72N2O18+NH4+,Lc3Cer
C40H76O6+NH4+,TG(19:0/10:0/8:0)
C36H34O17+NH4+,"6-(5-{8-[2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl}-2-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C25H40N7O20P3S+NH4+,Malyl-CoA
C44H72NO8P+NH4+,"PE-NMe(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))"
C38H50N6O10+NH4+,beta-Casomorphin (1-6)
C54H62O15+NH4+,"6-[(5-{[2,2-dimethyl-7-(2-methylbut-3-en-2-yl)-5-[(2-methylbut-3-en-2-yl)oxy]-8-oxo-2H,8H-pyrano[3,2-g]chromen-10-yl]oxy}-2-methyl-7,10-bis(2-methylbut-3-en-2-yl)-8-oxo-2H,8H-pyrano[3,2-g]chromen-2-yl)methoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C54H101NO13+NH4+,Lactosylceramide (d18:1/24:1(15Z))
C37H48N6O6S2+NH4+,Hydroxy Ritonavir
C42H47O22+NH4+,Pelargonidin 3-O-[b-D-Glucopyranosyl-(1->2)-[4-hydroxycinnamoyl-(->6)]-b-D-glucopyranoside](E-) 5-O-b-D-glucopyranoside
C31H34O14+NH4+,(R)-Rutaretin 1'-(6''-sinapoylglucoside)
C27H26O15+NH4+,"6-{[6-(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl)-5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C33H40GdN3Na3O15P+NH4+,Gadofosveset trisodium
C43H65O8P+NH4+,"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))"
C39H64N7O18P3S+H+,(S)-3-hydroxy-11-cis-octadecenoyl-CoA
C69H134O6-H-,TG(i-18:0/i-24:0/i-24:0)
C69H136O5-H-,TG(24:0/o-18:0/24:0)
C67H126O5-H-,"TG(22:2(13Z,16Z)/24:1(15Z)/o-18:0)"
C20H29N10O22P5-H-,Diadenosine pentaphosphate
C37H64N7O17P3S-H-,9Z-hexadecenoyl-CoA
C40H57N8O22P3S2-H-,13E-Tetranor-16-oxo-16-CoA-LTE4
C65H128O5-H-,TG(24:0/20:0/o-18:0)
C41H28O27-H-,"2-({7,8,9,12,13,14,20,29,30,33,34,35-dodecahydroxy-4,17,25,38-tetraoxo-3,18,21,24,39-pentaoxaheptacyclo[20.17.0.0²,¹⁹.0⁵,¹⁰.0¹¹,¹⁶.0²⁶,³¹.0³²,³⁷]nonatriaconta-5,7,9,11,13,15,26,28,30,32,34,36-dodecaen-28-yl}oxy)-3,4,5-trihydroxybenzoic acid"
C47H56O25+Cl-,Gladiatoside B1
C36H64N7O17P3S+Cl-,Isopentadecanoyl-CoA
C41H64O19+Cl-,Corchorusoside E
C67H106O6+Cl-,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/20:2n6/22:5(7Z,10Z,13Z,16Z,19Z))"
C40H72NO10P+Cl-,"PS(20:3(5Z,8Z,11Z)/14:0)"
C43H68O13+Cl-,Sanguisorbin E
C42H68O14+Cl-,Jujubasaponin VI
C48H57O28-H-,Cyanidin 3-[6-(4-glucosylcoumaryl)sophoroside] 5-glucoside
C27H54NO7P+Cl-,LysoPE(22:1(13Z)/0:0)
C29H60NO7P+Cl-,LysoPE(24:0/0:0)
C46H77NO17+Cl-,Tylosin
C27H56NO7P+Cl-,LysoPE(22:0/0:0)
C40H48N2O6+Cl-,Metocurine
C21H32O+Cl-,Cardanoldiene
C17H22N2+NH4+,Phenbenzamine
C20H23N+NH4+,N-Desmethylterbinafine
C13H23NS+NH4+,4-Ethyl-2-octylthiazole
C19H18O2+NH4+,"(1E)-1,7-diphenylhept-1-ene-3,5-dione"
C14H11NO4+NH4+,"1,3,5-Trihydroxy-10-methylacridone"
C7H9N5+NH4+,6-Dimethylaminopurine
C12H26O3+NH4+,"8,8-Dimethoxy-2,6-dimethyl-2-octanol"
C14H14O4+NH4+,"6-[(E)-2-(4-hydroxyphenyl)ethenyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one"
C11H13NO5+NH4+,"2-{[(3,5-dimethoxyphenyl)(hydroxy)methylidene]amino}acetic acid"
C25H24O5+NH4+,Mammeigin
C16H14F3N3OS+NH4+,lansoprazole sulfide
C11H22N2O4S+NH4+,Pantetheine
C16H24N2O16P2+NH4+,DTDP-alpha-D-glucose(2-)
C19H22O5+NH4+,"2-(2-hydroxypropan-2-yl)-6-[2-(oxiran-2-yl)propan-2-yl]-2H,3H,7H-furo[3,2-g]chromen-7-one"
C23H30N2O4+NH4+,Ramipril Diketopiperazine
C42H68O5+NH4+,DG(18:2n6/0:0/20:5n3)
C19H23NO+NH4+,Diphenylpyraline
C14H12O3+NH4+,2-hydroxy-1-(3-hydroxyphenyl)-2-phenylethan-1-one
C24H34N2O5+NH4+,Trandolapril
C12H19NO2S+NH4+,2-(4-Methyl-5-thiazolyl)ethyl hexanoate
C9H12N2O6+NH4+,Pseudouridine
C18H17F3N2O3+NH4+,Ridogrel
C20H21N+NH4+,Cyclobenzaprine
C7H9O3P+NH4+,Monomethyl phenylphosphonate
C33H62O2+NH4+,Lumequoylacetone
C8H6O5+NH4+,"2-(2,4-dihydroxyphenyl)-2-oxoacetic acid"
C26H43NO6+NH4+,Glycocholic acid
C41H28O27+NH4+,"2-({7,8,9,12,13,14,20,29,30,33,34,35-dodecahydroxy-4,17,25,38-tetraoxo-3,18,21,24,39-pentaoxaheptacyclo[20.17.0.0²,¹⁹.0⁵,¹⁰.0¹¹,¹⁶.0²⁶,³¹.0³²,³⁷]nonatriaconta-5,7,9,11,13,15,26,28,30,32,34,36-dodecaen-28-yl}oxy)-3,4,5-trihydroxybenzoic acid"
C24H43NO+NH4+,"2,4,8-Eicosatrienoic acid isobutylamide"
C12H15N3O2S+NH4+,Albendazole
C11H15N4O7PS+NH4+,6-Methylthiopurine 5'-monophosphate ribonucleotide
C16H20O2+NH4+,2-methyl-2-(4-methylpent-3-en-1-yl)-2H-chromen-8-ol
C7H10O5+NH4+,"3,4,5-trihydroxycyclohex-1-ene-1-carboxylic acid"
C9H17N3O4S+NH4+,Asparaginyl-Methionine
C28H34O9+NH4+,Nomilin
C4H5NO4S+NH4+,Acesulfame
C28H31FN4O+NH4+,Astemizole
C7H6O6+NH4+,"2,3,4,6-tetrahydroxybenzoic acid"
C12H24O3+NH4+,xi-5-Hydroxydodecanoic acid
C19H22O8S+NH4+,"[2-(2-hydroxypropan-2-yl)-6-(2-methylbut-3-en-2-yl)-7-oxo-2H,3H,7H-furo[3,2-g]chromen-3-yl]oxidanesulfonic acid"
C6H6O5+NH4+,"benzene-1,2,3,4,5-pentol"
C7H8N2S+NH4+,"5,7-Dihydro-2-methylthieno[3,4-d]pyrimidine"
C12H17NSi+NH4+,"1H-Indole, 3-methyl-1- (trimethylsilyl)-"
C22H39NO+NH4+,"2,4,12-Octadecatrienoic acid isobutylamide"
C25H39O7P+NH4+,"LysoPA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
C8H13N3O3+NH4+,gamma-Glutamyl-beta-aminopropiononitrile
C17H18O8S+NH4+,"[2-ethyl-5-(3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl)phenyl]oxidanesulfonic acid"
C44H60N8O12+NH4+,Valorphin
C14H14O8+NH4+,"6-(1-benzofuran-4-yloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C18H22O3+NH4+,"17beta-Estradiol-3,4-quinone"
C15H19ClO+NH4+,Pterosin H
C34H50O11+NH4+,"(3b,20R,22R)-3,20,27-Trihydroxy-1-oxowitha-5,24-dienolide 3-glucoside"
C14H13N3O3+NH4+,Carotamine
C25H34O6+NH4+,"3b,6b-Diangeloyloxy-7(11)-eremophilen-12,8b-olide"
C6H10O8+NH4+,D-Glucaric acid
C17H20O6+NH4+,"5-hydroxy-8-(2-hydroxypropan-2-yl)-4-(3-hydroxypropyl)-2H,8H,9H-furo[2,3-h]chromen-2-one"
C4H9NO4S+NH4+,N-Acetyltaurine
C21H23NO+NH4+,Halocins
C15H19ClO2+NH4+,(S)-Pterosin K
C20H28O5+NH4+,"12,20-Dioxo-leukotriene B4"
C12H11NO2S+NH4+,Brassicanal B
C19H23NO3+NH4+,(+)-Erysotrine
C21H37O7P+NH4+,"LysoPA(18:3(6Z,9Z,12Z)/0:0)"
C7H10N2O2S+NH4+,Carbimazole
C10H16S3+NH4+,"4,7-Dihydro-5-(4-methyl-3-pentenyl)-1,2,3-trithiepin"
C12H18N2O3S+NH4+,Tolbutamide
C8H16O2S2+NH4+,Dihydrolipoate
C7H5NO3S+NH4+,Saccharin
C4H6O4S+NH4+,Thiodiacetic acid
C9H15N3O2S+NH4+,Ergothioneine
C5H10N2S2+NH4+,1-Piperazinecarbodithioic acid
C7H7NO5+NH4+,2-Amino-3-carboxymuconic acid semialdehyde
C7H14OS2+NH4+,Methylthiomethyl 2-methylbutanethiolate
C9H13NO6+NH4+,N2-Succinyl-L-glutamic acid 5-semialdehyde
C10H16N4O4+NH4+,2-(3-Carboxy-3-aminopropyl)-L-histidine
C14H20ClNO2+NH4+,Alachlor
C16H20O5+NH4+,Mono-(2-ethyl-5-oxohexyl) phthalate
C7H11N3O3+NH4+,"(S)-N-(4,5-Dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)alanine"
C47H93N2O6P+NH4+,SM(d18:1/24:1(15Z))
C20H27NO4+NH4+,Rosmaricine
C20H25NO3+NH4+,Simulansine
C8H20NO6P+NH4+,Glycerophosphocholine
C10H17N3O6S+NH4+,Glutathione
C7H6N4O2+NH4+,Melizame
C32H41N5O6+NH4+,Nummularine B
C15H30O3+NH4+,3-hydroxypentadecanoic acid
C9H13N3O5+NH4+,gamma-Glutamyl-beta-cyanoalanine
C7H8N4O3+NH4+,"3,9-Dimethyluric acid"
C15H30NO2+NH4+,9-Decenoylcholine
C14H13Cl2NS+NH4+,2-Chloroticlopidine
C5H2Cl3NO+NH4+,"3,5,6-Trichloro-2-pyridinol"
C10H12O7S+NH4+,3-[4-methoxy-3-(sulfooxy)phenyl]propanoic acid
C8H18O3+NH4+,"(3R,7R)-1,3,7-Octanetriol"
C9H8O7S+NH4+,(2E)-3-[2-hydroxy-3-(sulfooxy)phenyl]prop-2-enoic acid
C10H12N4O5+,Inosine
C25H50O4+,Glyceryl behenate
C33H66O+,3-Tritriacontanone
C6H8O+,2-Methyl-2-cyclopenten-1-one
C26H37N5O2+,Cabergoline
C20H25N3O7S+,"(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene"
C19H12O2+,Anigorufone
C15H8N2O+,Sampangine
C17H23NO+,3-Methoxymorphinan
C8H15N3O4S+,Cysteinyl-Glutamine
C31H48O2+,"2',3'-Dihydro-phytomenadione"
C22H34O4+,"19,20-DiHDPA"
C13H10N2O4+,Thalidomide
C17H24O6+,AF Toxin II
C21H32O3+,16-a-Hydroxypregnenolone
C6H13O9P+,Fructose 6-phosphate
C20H28O6S+,Eremopetasitenin A2
C5H13O14P3+,Phosphoribosyl pyrophosphate
C14H12FNO3+,Flumequine
C22H22O7+,Dulxanthone E
C7H11NO5S+,S-(3-oxo-3-carboxy-n-propyl)cysteine
C6H15O9P+,Mannitol 1-phosphate
C8H17N3O3+,Lysyl-Glycine
C8H12O+,"3,5,5-Trimethyl-2-cyclopenten-1-one"
C22H27NO2+,Danazol
C16H19NO+,Dehydroisochalciporone
C17H31NO4+,9-Decenoylcarnitine
C12H11NO6+,Nitecapone
C15H16O13+,"6-[4-(2-carboxy-2-oxoethyl)-2,3,6-trihydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C8H10FN3O3S+,Emtricitabine
C8H14O3S+,Ethyl 4-(acetylthio)butyrate
C20H38O2+,"6,8-Icosanedione"
C8H12N2O4Pt+,Oxaliplatin
C14H25NO+,"(E,E)-2,4-Decadienoic isobutylamide"
C10H20N2O3+,Valyl-Valine
C13H29N3O+,N5-Hexanoylspermidine
C7H15N3O3+,Homocitrulline
C9H17NOS2+,1-Isothiocyanato-7-(methylsulfinyl)heptane
C16H17ClN2S+,Demonomethylchlorpromazine
C14H17NO9+,DIBOA-Glc
C14H17N3O+,Frovatriptan
C26H30O5+,"2',4,4'-Trihydroxy-6'-methoxy-3',5'-diprenylchalcone"
C20H21N+,Cyclobenzaprine
C10H17NO6S+,Acrylic acid-2-acrylamido-2-methyl propane sulfonic acid copolymer
C11H15N5O4+,1-Methyladenosine
C12H17N5O5+,"1,7-Dimethylguanosine"
C12H20O+,Homodihydrojasmone
C8H18+,"3,3-Dimethylhexane"
C25H35NO4+,Norbuprenorphine
C9H17NS2+,1-Isothiocyanato-7-(methylthio)heptane
C22H20O11+,Irilone 4'-glucoside
C17H17ClN6O4+,Zopiclone N-oxide
C7H15Cl2N2O3P+,4-Hydroxycyclophosphamide
C12H22O6+,Phaseolic acid
C22H31NO3+,Dihydroretrofractamide B
C28H32O6+,Dulciol B
C12H14O9S+,"5-(3',4',5'-Trihydroxyphenyl)-gamma-valerolactone-O-methyl-O-sulphate"
C22H31O2+,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate"
C10H16N2+,Trimethylpropylpyrazine
C10H13N5O6+,8-Hydroxyguanosine
C15H12N2O2+,Phenytoin
C10H15N3O5+,5-Methylcytidine
C14H18N2O5+,Hydroxyprolyl-Tyrosine
C20H16O7+,12alpha-Hydroxyerosone
C18H34N4O12+,N2-Maltulosylarginine
C11H19NO4+,Butenylcarnitine
C10H21NO4+,Miglustat
C9H7NO3+,4-Acetyl-2(3H)-benzoxazolone
C10H14N4O10P2S+,6-Mercaptopurine ribonucleoside 5'-diphosphate
C27H36O8+,Prednicarbate
C15H12N2O4+,Phenytoin catechol
C5H11NO3Se+,Selenomethionine se-oxide
C16H20ClN3O3S+,Tripamide
C20H22O8+,cis-Piceid
C22H24O10+,Isosakuranin
C18H21N3O4+,"N1-(2,4-Dimethoxybenzyl)-n2-(2-(pyridin-2-yl) ethyl)oxalamide"
C14H17NS2+,Dimethylthiambutene
C11H21NO2+,11-nitro-1-undecene
C12H7N5O9+,Nifursol
C16H22O11+,"2,3,4,5,6-Penta-O-acetyl-D-glucose"
