ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2019-12-27_20h39m50s,17-365-5_50um_9aa_04_neg_importedpeaks,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Acetone,98% acetone,240000.0,2.0,23.0,62.0,184.0,2019-12-27_20h39m50s,9AA,high,1.0,27209743136.366646,False,False
2019-12-27_20h42m26s,20191226_dv_17-365-005_2_01_nedc_neg_importedpeaks,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,61.0,56.0,97.0,570.0,2019-12-27_20h42m26s,NEDC,high,1.0,17469298354.70731,True,False
2019-12-27_22h02m03s,17-365-5_50um_nedc_02_wholespectrum,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,62.0,50.0,101.0,1076.0,2019-12-27_22h02m03s,NEDC,high,1.0,17469298354.70731,False,False
2020-01-06_22h04m12s,20200105_jl_kidney_day2_rt_3,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,49.0,34.0,164.0,670.0,2020-01-06_22h04m12s,DHB,high,0.3333333333333333,3952651474.625859,False,False
2020-01-06_23h13m06s,20200105_jl_kidney_day7_DHB_2_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,53.0,35.0,192.0,521.0,2020-01-06_23h13m06s,DHB,high,1.0,11857954423.877577,False,False
2020-01-06_23h13m42s,20200105_jl_kidney_day7_DHB_3a_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,44.0,50.0,174.0,562.0,2020-01-06_23h13m42s,DHB,high,1.0,11857954423.877577,False,False
2020-01-06_23h24m27s,20200105_jl_kidney_day7_DHB_3b_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,41.0,31.0,186.0,559.0,2020-01-06_23h24m27s,DHB,high,1.0,11857954423.877577,True,False
2020-01-09_19h06m59s,20200107_jl_kidney_day2_N2_3_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,51.0,48.0,193.0,954.0,2020-01-09_18h42m02s,DHB,high,0.3333333333333333,3952651474.625859,False,False
2020-01-14_23h33m56s,20200110_jl_kidney_day7_rt_redo_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,54.0,40.0,141.0,1723.0,2020-01-14_23h33m56s,DHB,high,0.5,5928977211.938788,False,False
2020-01-16_02h08m03s,20200113_jl_kidney_day7_n2_3,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,38.0,46.0,97.0,1763.0,2020-01-16_01h54m35s,DHB,high,0.3333333333333333,3952651474.625859,False,False
2020-01-21_22h10m23s,20200120_jl_kidney_day2_open_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,48.0,45.0,192.0,2205.0,2020-01-09_21h14m40s,DHB,high,0.16666666666666666,1976325737.3129294,False,False
2020-01-31_02h49m43s,20200128_dv_weston_interaction_nedc,PNNL,Dusan Velickovic,True,Negative,cyano+moss,colonies,n/a,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,29.0,23.0,242.0,1339.0,2020-01-31_02h49m43s,NEDC,high,1.0,170764382130.5036,False,False
2020-02-14_22h36m55s,20200122_jl_kidney_vac_combined,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,36.0,51.0,160.0,1804.0,2020-02-14_22h36m55s,DHB,high,1.0,11857954423.877577,True,False
2020-04-10_23h24m39s,20200322_dv_xavier_6cla_lowmz,PNNL,Dusan Velickovic,True,Positive,bacillus subtilis,colonies,n/a,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,70% MeOH,240000.0,22.0,24.0,30.0,193.0,2020-04-10_23h24m39s,DHB,high,1.0,90076707327.69022,True,True
2020-04-10_23h25m04s,20200322_dv_xavier_ea3_lowmz,PNNL,Dusan Velickovic,True,Positive,bacillus subtilis,colonies,n/a,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,70% MeOH,240000.0,15.0,14.0,29.0,128.0,2020-04-10_23h25m04s,DHB,high,1.0,90076707327.69022,False,False
2020-05-21_02h52m31s,20200519_dv_17-635-004_nedc_cycles_8_3,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,22.0,31.0,79.0,510.0,2020-05-21_02h48m51s,NEDC,high,0.08333333333333333,1775693938.2439146,False,False
2020-06-15_22h04m19s,20200610_dv_17635_002_4,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,55.0,21.0,81.0,627.0,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555,1183795958.829276,False,False
2020-06-15_22h11m27s,20200610_dv_17635_004_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,11.0,48.0,65.0,336.0,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555,1183795958.829276,False,False
2020-06-15_22h34m40s,20200610_dv_17635_005_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,46.0,55.0,115.0,583.0,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555,1183795958.829276,False,False
2020-06-18_01h19m01s,20200610_dv_17635_005_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,51.0,22.0,150.0,638.0,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555,1183795958.829276,False,False
2020-06-23_21h07m16s,20200622_jl_17635_001_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,7.0,47.0,117.0,771.0,2020-06-23_21h30m35s,NEDC,high,0.08333333333333333,1775693938.2439146,False,False
2020-07-07_22h44m09s,20200706_jl_kidney_nedc_negmode_001_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,5.0,44.0,52.0,281.0,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333,1775693938.2439146,False,False
2020-07-07_23h55m45s,20200706_jl_kidney_nedc_negmode_005_4,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,46.0,35.0,85.0,679.0,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333,1775693938.2439146,False,False
2020-08-28_22h26m39s,20200826_jl_kidney_brukercomp_3,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,21.0,30.0,64.0,1936.0,2020-08-28_22h26m39s,DHB,high,0.25,2964488605.969394,False,False
2020-08-28_22h38m52s,20200826_jl_kidney_brukercomp_4,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,17.0,13.0,66.0,1628.0,2020-08-28_22h26m39s,DHB,high,0.25,2964488605.969394,False,False
2020-12-19_21h14m40s,marine_axenic_lowmz_neg,PNNL,Dusan Velickovic,True,Negative,marine culture,colonies,axenic,MALDI,MALDI,FTICR,FTICR,NEDC,NEDC,MeOH,70% MeOH,240000.0,26.0,48.0,128.0,2761.0,2020-12-19_21h14m40s,NEDC,high,1.0,927536368559.7711,True,True
2021-01-07_21h32m02s,20210106_jl_lungmap_nedc_op_cmc,PNNL,Jessica Lukowski,True,Negative,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,59.0,48.0,105.0,630.0,2021-01-07_21h32m02s,NEDC,high,1.0,3394322864.0595794,False,False
2021-01-20_02h36m41s,marinobacter_all_comined_lowmz_pos,PNNL,Dusan Velickovic,True,Positive,marine culture,colonies,mixture,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,70% MeOH,240000.0,21.0,11.0,33.0,3359.0,2021-01-20_02h36m41s,DHB,high,1.0,22873997262.86997,True,True
2021-03-18_19h41m47s,leucojennifer_eco_neg_low,PNNL,Dusan Velickovic,True,Negative,leucoagaricus-escovopsis,colonies,interaction,MALDI,MALDI,FTICR,FTICR,NEDC,NEDC,MeOH,70% MeOH,200000.0,21.0,78.0,256.0,2133.0,2021-03-18_19h41m47s,NEDC,medium,1.0,801307774412.7838,True,False
2021-03-25_19h47m18s,MT_LAESI_03_09_2021_EXP022_Neg_S1,PNNL,Jessica Lukowski,True,Negative,leaf,leaf,leaf,Other,LAESI,Orbitrap,"E.g. FTICR, Orbitrap",Other,none,Other,none,197989.89873223333,48.0,39.0,69.0,63.0,2021-03-25_19h47m18s,Other Solvent,medium,1.0,1193812402808.7458,True,False
2021-03-26_00h13m48s,MT_LAESI_03_08_2021_Leaf_EXP015_Neg,PNNL,mike taylor,True,Negative,fittonia argyroneura,none,none,Other,LAESI,FTICR,FTICR,Other,none,Other,none,60000.0,6.0,20.0,434.0,1232.0,2021-03-26_00h13m48s,Other Solvent,low,1.0,1760418253611.5461,True,True
2021-04-26_21h29m55s,20210423_jl_kidney_cancer_30_2_mid_region,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,26.0,42.0,112.0,1189.0,2021-04-26_21h50m46s,DHB,high,0.3333333333333333,4517315971.000981,False,False
2021-04-26_21h35m01s,20210423_jl_kidney_cancer_30_2_healthy_region,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,16.0,42.0,136.0,1190.0,2021-04-26_21h35m01s,DHB,high,0.3333333333333333,4517315971.000981,False,False
2021-04-26_21h47m38s,20210424_jl_kidney_cancer_39_3_cancer_region,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,59.0,93.0,268.0,1761.0,2021-04-26_21h29m11s,DHB,high,0.3333333333333333,4517315971.000981,False,False
2021-05-12_08h22m56s,Slide10G_neg_highermz,PNNL,Dusan Velickovic,True,Negative,n/a,n/a,n/a,MALDI,MALDI,FTICR,15 T FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,52.0,29.0,52.0,494.0,2021-05-12_08h22m56s,NEDC,high,1.0,9552441687.305893,False,False
2021-05-19_20h02m18s,30_healthy region 1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,12.0,26.0,49.0,1021.0,2021-05-19_20h05m26s,DHB,high,0.3333333333333333,4517315971.000981,False,False
2021-06-09_01h40m36s,slide10h_neglowmz_recalib,PNNL,Dusan Velickovic,True,Negative,n/a,n/a,n/a,MALDI,MALDI,FTICR,15 T FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70%MeOH,200000.0,12.0,14.0,13.0,1799.0,2021-06-09_01h40m36s,NEDC,medium,1.0,9183262083.925734,False,False
2021-06-15_22h25m36s,Bakeoff-020_Sec1_S1_lip_pos_20210614_jl,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,20.0,12.0,39.0,511.0,2021-06-15_23h19m43s,DHB,high,0.09090909090909091,1231995264.8184495,False,False
2021-07-26_19h49m40s,20210722_jl_kpmp_020_dan_4pass_3,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",MeOH,70% MeOH,280000.0,6.0,15.0,57.0,498.0,2021-07-26_19h49m14s,DAN,high,0.16666666666666666,2853369005.767388,False,False
2021-08-03_01h54m52s,20210722_GV_Ratbrain_AGCON,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,1200000.0,80.0,153.0,402.0,691.0,2021-08-03_01h54m52s,Other Solvent,high,1.0,10885714297.144308,False,False
2021-08-17_19h24m44s,20210813_jl_ratbrain_negmode_150um,PNNL,Jessica Lukowski,True,Negative,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,62.0,39.0,92.0,620.0,2021-08-17_19h24m44s,NEDC,high,1.0,4571954369.142461,False,False
2021-08-18_20h18m00s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p75_centroid_aFT,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,65.0,171.0,438.0,170.0,2021-09-14_17h39m06s,Other Solvent,high,0.5,5442857148.572154,True,False
2021-08-20_21h55m45s,S-2008-000629_Sec7_S1_lip_pos_20210819_JL,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,34.0,54.0,217.0,1983.0,2022-01-06_23h29m58s,DHB,high,0.02702702702702703,366268862.51359314,False,False
2021-09-09_19h51m16s,hibiscus_all_combined_neg,PNNL,Dusan Velickovic,True,Negative,hibiscus,root,drought and predrought,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,24.0,75.0,325.0,1391.0,2021-09-09_19h51m16s,NEDC,medium,1.0,33461329731.0232,True,True
2021-09-09_20h01m48s,pi_all_combined_neg,PNNL,Dusan Velickovic,True,Negative,piper,root,drought and predrought,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,27.0,90.0,377.0,2753.0,2021-09-09_20h01m48s,NEDC,medium,1.0,865212181701.9321,True,True
2021-09-14_17h39m06s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p5_centroid_aFT,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,11.0,138.0,241.0,425.0,2021-09-14_17h39m06s,Other Solvent,high,0.5,5442857148.572154,False,False
2021-09-15_23h05m05s,MT_LAESI_ratbrain_210910123118,PNNL,mike taylor,True,Positive,rat,none,native,Other,LAESI,Orbitrap,Orbitrap,Other,none,Other,none,60000.0,117.0,184.0,429.0,4328.0,2021-09-15_23h05m05s,Other Solvent,low,1.0,24830589024.252037,False,False
2021-09-17_19h31m53s,20210723_GV_Ratbrain_1-24002_chB.A_rs_SN0p5_centroid,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,6.0,89.0,225.0,1240.0,2021-09-17_19h31m53s,Other Solvent,high,1.0,10885714297.144308,False,False
2021-09-20_21h49m04s,FG_20210809_Section7_neg_lowmz,PNNL,Dusan Velickovic,True,Negative,fungal garden,n/a,control,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MEOH,140000.0,12.0,21.0,364.0,1922.0,2021-09-20_21h49m04s,NEDC,medium,1.0,31242882886.594246,True,False
2021-09-21_23h56m53s,FG_20210830_section16_neg_lowmz,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,control,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,9.0,25.0,254.0,1488.0,2021-09-21_23h56m53s,NEDC,medium,1.0,79382224204.963,False,False
2021-09-24_21h18m05s,20210803_mv_fungalgarden_neg_lowmass,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,control,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,28.0,102.0,245.0,1606.0,2021-09-24_21h18m05s,NEDC,medium,1.0,79382224204.963,True,True
2021-09-30_01h58m57s,kabir_aug2021_nm21_neg_lowmz_1,PNNL,Marija Velickovic,True,Negative,plant,root,nm (non-mycorrhizal),MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,21.0,11.0,57.0,1260.0,2021-09-30_01h59m31s,NEDC,medium,0.16666666666666666,4167044935.1023507,False,False
2021-09-30_02h10m06s,kabir_aug2021_sp25_neg_lowmz_1,PNNL,Marija Velickovic,True,Negative,plant,root,sp (mycorrhizal w/ suillus pungens,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,24.0,12.0,72.0,1697.0,2021-09-30_02h10m35s,NEDC,medium,0.16666666666666666,4167044935.1023507,False,False
2021-09-30_02h26m37s,20210723_GV_Ratbrain_1-24002_chB.A_rs_SN0p5_SN0p0_centroid_recalib5ppmslice,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,227.0,352.0,632.0,267.0,2021-09-30_02h26m37s,Other Solvent,high,1.0,10885714297.144308,False,False
2021-09-30_22h43m51s,kabir_aug2021_nm39_neg_lowmz_2,PNNL,Marija Velickovic,True,Negative,plant,root,nm (non-mycorrhizal),MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,24.0,12.0,92.0,983.0,2021-09-30_01h59m31s,NEDC,medium,0.16666666666666666,4167044935.1023507,False,False
2021-10-08_00h51m40s,20211004_dv_rene_slide3_neg_lowmz_50um,PNNL,Dusan Velickovic,True,Negative,trichodesmium,colonies,different,MALDI,MALDI,FTICR,15 T FTICR,DHB,DHB,MeOH,70% MEOH,140000.0,17.0,12.0,31.0,2363.0,2021-10-08_00h51m40s,DHB,medium,1.0,548015321620.0287,True,True
2021-10-19_18h36m36s,20210722_GV_Ratbrain_1-20352_chB.A_rs_SN0p5_mFT_2_158mstransient_TICnITAGC_SN0p0_centroid_recalib5ppmslice_0.5ppmtolerance,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,120000.0,104.0,43.0,95.0,32.0,2021-10-19_18h46m56s,Other Solvent,medium,0.5,5232503407.702427,False,False
2021-10-25_23h40m15s,20211006_dv_rene_slide2_pos_lowmz,PNNL,Dusan Velickovic,True,Positive,trichodesmium,colonies,different,MALDI,MALDI,FTICR,15 T FTICR,DHB,DHB,MeOH,70% MEOH,140000.0,17.0,29.0,51.0,2833.0,2021-10-25_23h40m15s,DHB,medium,1.0,635020822285.1031,False,False
2021-11-08_18h16m01s,kabir_sp35andnm21_neg_lowmz,PNNL,Marija Velickovic,True,Negative,plant,root,96 hrs,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,13.0,12.0,17.0,2552.0,2021-11-08_18h18m46s,NEDC,medium,0.5,12501134805.307049,False,False
2021-11-08_18h18m46s,kabir_sp44andnm39_neg_lowmz,PNNL,Marija Velickovic,True,Negative,plant,root,48h,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,21.0,23.0,77.0,2093.0,2021-11-08_18h18m46s,NEDC,medium,0.5,12501134805.307049,False,False
2021-11-08_18h20m34s,regions_nm44andsp25_neg_lowmz,PNNL,Marija Velickovic,True,Negative,plant,root,24h,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,23.0,12.0,74.0,2431.0,2021-11-08_18h20m34s,NEDC,medium,1.0,25002269610.614098,False,False
2021-11-19_23h09m34s,20211118_jl_scp_1,PNNL,Jessica Lukowski,True,Positive,human,ovary,cancer,MALDI,MALDI,FTICR,FTICR scimaX 7T,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,117.0,145.0,252.0,1426.0,2021-11-19_23h09m34s,DHB,high,0.16666666666666666,3220411518.0641847,False,False
2021-12-03_23h38m06s,20211203_dv_kpmp_mimetic_optimization,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,5.0,11.0,15.0,514.0,2021-12-03_23h38m06s,DHB,high,1.0,13551947913.002945,False,False
2021-12-07_22h32m30s,S-2008-000652-Sec4_S1_lip_pos_20211202_DV,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,7.0,19.0,84.0,1143.0,2021-12-07_22h32m30s,DHB,high,0.5,6775973956.501472,False,False
2021-12-21_19h16m18s,036pilot_sec1_s1_lip_neg_20211220_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,27.0,35.0,81.0,449.0,2022-01-17_23h33m59s,NEDC,high,0.06666666666666667,1623491600.6801505,False,False
2021-12-21_20h15m52s,036pilot_mimetic1_s1_lip_neg_20211220_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,27.0,19.0,91.0,1252.0,2022-01-17_22h44m46s,NEDC,high,0.14285714285714285,3478910572.886038,False,False
2021-12-22_17h46m35s,20211220_jl_mq_rat_brain_lipid_std_spot_neg_whole,PNNL,Jessica Lukowski,True,Negative,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,65.0,66.0,138.0,1474.0,2021-12-22_17h46m35s,NEDC,high,1.0,4571954369.142461,False,False
2022-01-10_20h42m54s,Sequential_1-35545_chB.A_rs_SN0p5_centroid,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,300000.0,54.0,62.0,226.0,900.0,2022-01-10_20h42m54s,Other Solvent,high,1.0,12246428584.287346,False,False
2022-01-11_05h55m31s,20211229_dv_esco_control_neg_highmass,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,"infected, escovopsis",MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,240000.0,26.0,11.0,45.0,601.0,2022-01-11_05h55m31s,NEDC,high,1.0,190828930392.24008,True,True
2022-01-11_05h55m56s,20211229_dv_leuco_control_neg_highmass,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,leuco_control,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,240000.0,13.0,11.0,11.0,461.0,2022-01-11_05h55m56s,NEDC,high,1.0,17331442321.968796,True,False
2022-01-11_06h00m51s,20211229_dv_blank_controls_neg_lowmz,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,blank,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,45.0,35.0,205.0,663.0,2022-01-11_06h00m51s,NEDC,medium,1.0,16661622477.799183,False,False
2022-01-11_06h02m20s,20211229_dv_leuco_controls_neg_lowmz,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,leuco_control,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,28.0,37.0,159.0,630.0,2022-01-11_06h02m20s,NEDC,medium,1.0,16661622477.799183,False,False
2022-01-11_06h33m41s,20211229_dv_leuco_esco_interaction_neg_lowmz,PNNL,Marija Velickovic,True,Negative,fungal garden,n/a,interaction,MALDI,MALDI,FTICR,15 T FTICR,NEDC,NEDC,MeOH,70% MeOH,140000.0,54.0,38.0,240.0,1599.0,2022-01-11_06h33m41s,NEDC,medium,1.0,265533912654.81982,False,False
2022-01-18_00h25m47s,026pilot_mimetic2_s1_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,41.0,58.0,137.0,2195.0,2022-01-17_22h44m46s,NEDC,high,0.14285714285714285,3913774394.496793,False,False
2022-01-19_02h30m55s,047pilot_sec4_s2_lip_neg_20220117_JL,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,42.0,81.0,124.0,2891.0,2022-01-17_23h33m59s,NEDC,high,0.06666666666666667,1826428050.7651694,False,False
